id,zhh,zhh_pron,is_r18,chs,en,owner_tag,register,intent
L594,廢​物,fai3 mat6,0,失败者/废人/废物,Loser/garbage/rubbish/trash/junk,CanTong Lexicon 2026,Colloquial,curse
L595,冇用,mou5 jung6,0,失败者/废人/废物,Loser/garbage/rubbish/trash/junk,CanTong Lexicon 2026,Colloquial,curse
L596,廢柴,fai3 caai4,0,失败者/废人/废物,Loser/garbage/rubbish/trash/junk,CanTong Lexicon 2026,Colloquial,curse
L597,收爹,sau1 deoi1,0,闭嘴/住口/别吵/不要吵/别烦/不要闹/不要闹了/别闹/别闹了,Shut up/shut your mouth/piss off/knock it off/hush,CanTong Lexicon 2026,Colloquial,curse
L598,收声,sau1 seng1,0,闭嘴/住口/别吵/不要吵/别烦/不要闹/不要闹了/别闹/别闹了,Shut up/shut your mouth/piss off/knock it off/hush,CanTong Lexicon 2026,Colloquial,curse
L599,屌你,diu2 nei5,1,去你的/操你/草泥马/叼你/法克鱿/福建鱼/去你的/恭喜发财/恭喜你,fuck you/fucking you/fu*king you/fu*k u/fu*k you/Fujian U,CanTong Lexicon 2026,Colloquial,curse
L600,屌柒你,diu2 cat1 nei5,1,去你的/操你/草泥马/叼你/法克鱿/福建鱼/去你的/恭喜发财/恭喜你,fuck you/fucking you/fu*king you/fu*k u/fu*k you/Fujian U,CanTong Lexicon 2026,Colloquial,curse
L601,屌鳩你,diu2 gau1 nei5,1,去你的/操你/草泥马/叼你/法克鱿/福建鱼/恭喜发财/恭喜你,fuck you/fucking you/fu*king you/fu*k u/fu*k you/Fujian U,CanTong Lexicon 2026,Colloquial,curse
L602,屌你老母,diu2 nei5 lou5 mou2,1,操你妈/草泥马/叼你老母/问候你娘亲/你妈/你妈的/去你的,fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fuck your mother/fucking your mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L603,問候你娘親,man6 hau6 nei5 noeng4 can1,0,操你妈/草泥马/叼你老母/问候你娘亲/你妈/你妈的/去你的,fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fuck your mother/fucking your mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L604,屌你老味,diu2 nei5 lou5 mei6,1,操你妈/草泥马/叼你老母/问候你娘亲/你妈/你妈的/去你的,fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fuck your mother/fucking your mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L605,屌那星,diu2 naa5 sing1,1,去你的/操你妈/草泥马/叼你/法克鱿/福建鱼/去你的/恭喜发财/恭喜你,fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fuck your mother/fucking your mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L606,屌你鹵味,diu2 nei5 lou5 mei6,1,操你妈/草泥马/叼你老母/问候你娘亲/你妈/你妈的/去你的/恭喜发财/恭喜你,fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fuck your mother/fucking your mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L607,屌那妈,diu2 naa5 maa1,1,去你的/操你妈/草泥马/叼你/法克鱿/福建鱼/去你的,fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fuck your mother/fucking your mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L608,屌佢老母,diu2 keoi5 lou5 mou2,1,去他妈/去她妈/操他妈/操她妈/tmd/tm/他妈的/她妈的/他妈/她妈/去你的,fuck her mum/fucking her mum/fu*king her mum/fu*k her mum/fuck her mother/fucking her mother/fuck him mum/fucking him mum/fu*king him mum/fu*k him mum/fuck him mother/fucking him mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L609,問候佢娘親,man6 hau6 keoi5 noeng4 can1,1,去他妈/去她妈/操他妈/操她妈/tmd/tm/他妈的/她妈的/他妈/她妈/去你的,fuck her mum/fucking her mum/fu*king her mum/fu*k her mum/fuck her mother/fucking her mother/fuck him mum/fucking him mum/fu*king him mum/fu*k him mum/fuck him mother/fucking him mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L610,屌佢老味,diu2 keoi5 lou5 mei6,1,去他妈/去她妈/操他妈/操她妈/tmd/tm/他妈的/她妈的/他妈/她妈/去你的,fuck her mum/fucking her mum/fu*king her mum/fu*k her mum/fuck her mother/fucking her mother/fuck him mum/fucking him mum/fu*king him mum/fu*k him mum/fuck him mother/fucking him mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L611,屌佢鹵味,diu2 keoi5 lou5 mei6,1,去他妈/去她妈/操他妈/操她妈/tmd/tm/他妈的/她妈的/他妈/她妈/去你的/恭喜发财/恭喜你,fuck her mum/fucking her mum/fu*king her mum/fu*k her mum/fuck her mother/fucking her mother/fuck him mum/fucking him mum/fu*king him mum/fu*k him mum/fuck him mother/fucking him mother/What the fuck?/What the fuck/Motherfucker,CanTong Lexicon 2026,Colloquial,curse
L612,屌到反艇,diu2 dou3 faan2 teng5,1,操到你爽/去你的,Fuck you until you're satisfied/intense sexual intercourse,CanTong Lexicon 2026,Colloquial,curse
L613,屌到你反艇,diu2 dou3 nei5 faan2 teng5,1,操到你爽/去你的,Fuck you until you're satisfied/intense sexual intercourse,CanTong Lexicon 2026,Colloquial,curse
L614,屌到你叫救命,diu2 dou3 nei5 giu3 gau3 meng6,1,操到你爽/去你的,Fuck you until you're satisfied/intense sexual intercourse,CanTong Lexicon 2026,Colloquial,curse
L615,你真系搞笑,nei5 zan1 hai6 gaau2 siu3,0,你就是个笑话/你真的很搞笑,You're a joke,CanTong Lexicon 2026,Colloquial,curse
L616,你真系好好笑,nei5 zan1 hai6 hou2 hou2 siu3,0,你就是个笑话/你真的很搞笑,You're a joke,CanTong Lexicon 2026,Colloquial,curse
L617,你真系笑撚死我,nei5 zan1 hai6 siu3 lan2 sei2 ngo5,1,你就是个笑话/你真的很搞笑,You're a joke,CanTong Lexicon 2026,Colloquial,curse
L618,火滚,fo2 gwan2,0,很生气,maddening/pissed off/irate,CanTong Lexicon 2026,Colloquial,
L619,㷫,hing1,0,很生气,maddening/pissed off/irate,CanTong Lexicon 2026,Colloquial,
L620,嬲爆爆,nou5 baau3 baau3,0,非常生气/嫐爆爆,furious/enraged/infuriated,CanTong Lexicon 2026,Colloquial,
L621,㷫烚烚,hing1 lap6 lap6,0,非常生气/嫐爆爆/兴奋/热烘烘,furious/enraged/infuriated/very hot/so hot,CanTong Lexicon 2026,Slang,
L622,㷫過辣雞,hing1 gwo3 laat6 gai1,0,超级无敌生气/兴过辣鸡/兴过火屎,furious/fuming/very angry/extremely angry,CanTong Lexicon 2026,Slang,
L623,㷫過火屎,hing1 gwo3 fo2 si2,0,超级无敌生气/兴过辣鸡/兴过火屎,furious/fuming/very angry/extremely angry,CanTong Lexicon 2026,Slang,
L624,㷫過焫雞,hing1 gwo3 jit6 gai1,0,超级无敌生气/兴过辣鸡/兴过火屎,furious/fuming/very angry/extremely angry,CanTong Lexicon 2026,Slang,
L625,吹脹,ceoi1 zoeng3,0,气死/吹胀,to blow up/to exasperate/to irritate,CanTong Lexicon 2026,Slang,
L626,符弗,fu4 fat1,0,方法；办法,method/tricks ,CanTong Lexicon 2026,Slang,
L627,計仔,gai3 zai2,0,方法；办法,method/tricks ,CanTong Lexicon 2026,Colloquial,
L628,符fit,fu4 fit1,0,方法；办法,method/tricks ,CanTong Lexicon 2026,Slang,
L629,板斧,baan2 fu2,0,方法；办法,method/tricks ,CanTong Lexicon 2026,Slang,
L630,辦法,baan6 faat3,0,方法；办法,method/tricks ,CanTong Lexicon 2026,Formal,
L631,冇晒符,mou5 saai3 fu4,0,没办法/没办法了/毫无办法,no way/no other way/absolutely no solution/no solution,CanTong Lexicon 2026,Slang,
L632,冇計,mou5 gai3,0,没办法/没办法了/毫无办法,no way/no other way/absolutely no solution/no solution,CanTong Lexicon 2026,Colloquial,
L633,冇晒符弗,mou5 saai3 fu4 fat1,0,没办法/没办法了/毫无办法,no way/no other way/absolutely no solution/no solution,CanTong Lexicon 2026,Slang,
L634,煞食,saat3 sik6,0,厉害/在行/牛B/牛X/牛叉/牛逼,Awesome/Expert/amazing,CanTong Lexicon 2026,Slang,
L635,犀利,sai1 lei6,0,厉害/在行/牛B/牛X/牛叉/牛逼,Awesome/Expert/amazing,CanTong Lexicon 2026,Formal,
L636,抽秤,cau1 cing3,0,抽称/挑刺/挑毛病,Find fault/nitpick/find defects,CanTong Lexicon 2026,Slang,
L637,挑刺,tiu1 ci3,0,抽称/挑刺/挑毛病,Find fault/nitpick/find defects,CanTong Lexicon 2026,Formal,
L638,瀨嘢,laai6 je5,0,中招/踩坑/倒霉,get stung/step on a mine/it was a letdown/it`s a miss/bad luck,CanTong Lexicon 2026,Slang,
L639,瀨撚攦嘢,laai6 lan2 laai6 je5,1,中招/踩坑/倒霉,get stung/step on a mine/it was a letdown/it`s a miss/bad luck,CanTong Lexicon 2026,Colloquial,
L640,瀨攦嘢,laai6 laai6 je5,0,中招/踩坑/倒霉,get stung/step on a mine/it was a letdown/it`s a miss/bad luck,CanTong Lexicon 2026,Colloquial,
L641,瀨柒攦嘢,laai6 cat1 laai6 je5,1,中招/踩坑/倒霉,get stung/step on a mine/it was a letdown/it`s a miss/bad luck,CanTong Lexicon 2026,Colloquial,
L642,瀨鳩攦嘢,laai6 gau1 laai6 je5,1,中招/踩坑/倒霉,get stung/step on a mine/it was a letdown/it`s a miss/bad luck,CanTong Lexicon 2026,Colloquial,
L643,舐撻,lai2 taat3,0,中招/踩坑/倒霉,get stung/step on a mine/it was a letdown/it`s a miss/bad luck,CanTong Lexicon 2026,Slang,
L644,舐閪,lai2 hai1,1,中招/踩坑/倒霉,get stung/step on a mine/it was a letdown/it`s a miss/bad luck,CanTong Lexicon 2026,Colloquial,
L645,嬲,nou5,0,生气,angry/to get angry/to take offence/to detest,CanTong Lexicon 2026,Colloquial,
L646,心郁郁,sam1 juk1 juk1,0,想去做,Want to do,CanTong Lexicon 2026,Slang,
L647,心思思,sam1 si1 si1,0,渴望/念念不忘,to constantly think about/Longing/Unforgettable,CanTong Lexicon 2026,Slang,
L648,心掛掛,sam1 gwaa3 gwaa3,0,想着某人/心挂挂/担心别人,keep thinking/missing/to worry,CanTong Lexicon 2026,Formal,
L649,掛住​,gwaa3 zyu6,0,想着某人/心挂挂/担心别人,keep thinking/missing/to worry,CanTong Lexicon 2026,Formal,
L650,牽腸​掛肚,hin1 coeng4 gwaa3 tou5,0,想着某人/心挂挂/担心别人,keep thinking/missing/to worry,CanTong Lexicon 2026,Formal,
L651,擔心​,daam1 sam1,0,想着某人/心挂挂/担心别人,keep thinking/missing/to worry,CanTong Lexicon 2026,Formal,
L652,​唔​放心,m4 fong1 sam1,0,想着某人/心挂挂/担心别人,keep thinking/missing/to worry,CanTong Lexicon 2026,Colloquial,
L653,關​係,gwaan1 hai6,0,连结/瓜葛/关系,linkage/unresolved matters/relation/association,CanTong Lexicon 2026,Colloquial,
L654,闷閪,mun6 hai1,1,闷骚,Surprise package/Man show,CanTong Lexicon 2026,Colloquial,curse
L655,水蛇春咁長,seoi2 se4 ceon1 gam3 coeng4,0,超长/超级长,extremely long or lengthy,CanTong Lexicon 2026,Slang,
L656,的式,dik1 sik1,0,小巧玲珑/精致/迷你/微缩/微型,petite/diminutive/cute and small/pocket-size/pocket/mini,CanTong Lexicon 2026,Formal,
L657,趣​緻​,ceoi3 zi3,0,小巧玲珑/精致/迷你/微缩/微型,petite/diminutive/cute and small/pocket-size/pocket/mini,CanTong Lexicon 2026,Formal,
L658,菂薂,dik1 dik1,0,小巧玲珑/精致/迷你/微缩/微型,petite/diminutive/cute and small/pocket-size/pocket/mini,CanTong Lexicon 2026,Formal,
L659,的骰,dik1 sak1,0,小巧玲珑/精致/迷你/微缩/微型,petite/diminutive/cute and small/pocket-size/pocket/mini,CanTong Lexicon 2026,Formal,
L660,奄尖,jim1 zim1,0,挑剔/腌尖/难以取悦/过分挑剔/难以满足,fussy/picky/fastidious/choosy/hard to please,CanTong Lexicon 2026,Colloquial,curse
L661,揀擇,gaan2 zaak6,0,挑剔/腌尖/难以取悦/过分挑剔/难以满足,fussy/picky/fastidious/choosy/hard to please,CanTong Lexicon 2026,Formal,curse
L662,奄尖聲悶,jim1 zim1 seng1 mun6,0,挑剔/腌尖/难以取悦/过分挑剔/难以满足,fussy/picky/fastidious/choosy/hard to please,CanTong Lexicon 2026,Colloquial,curse
L663,奄尖夹聲悶,jim1 zim1 gaap3 seng1 mun6,0,挑剔/腌尖/难以取悦/过分挑剔/难以满足,fussy/picky/fastidious/choosy/hard to please,CanTong Lexicon 2026,Colloquial,curse
L664,俹簁,aa1 sai1,0,随意/不上心/马虎/疏忽/粗心/粗心大意,careless/sloppy/slapdash/slipshod/,CanTong Lexicon 2026,Colloquial,curse
L665,大意,daai6 ji3,0,随意/不上心/马虎/疏忽/粗心/粗心大意,careless/sloppy/slapdash/slipshod/,CanTong Lexicon 2026,Formal,curse
L666,潦草,lou4 cou2,0,随意/不上心/马虎/疏忽/粗心/粗心大意,careless/sloppy/slapdash/slipshod/,CanTong Lexicon 2026,Colloquial,curse
L667,馬虎,maa5 fu2,0,随意/不上心/马虎/疏忽/粗心/粗心大意,careless/sloppy/slapdash/slipshod/,CanTong Lexicon 2026,Formal,curse
L668,疏忽,so1 fat1,0,随意/不上心/马虎/疏忽/粗心/粗心大意,careless/sloppy/slapdash/slipshod/,CanTong Lexicon 2026,Formal,curse
L669,粗心,cou1 sam1,0,随意/不上心/马虎/疏忽/粗心/粗心大意,careless/sloppy/slapdash/slipshod/,CanTong Lexicon 2026,Formal,curse
L670,粗心大意,cou1 sam1 daai6 ji3,0,随意/不上心/马虎/疏忽/粗心/粗心大意,careless/sloppy/slapdash/slipshod/,CanTong Lexicon 2026,Formal,curse
L671,歎世界,taan3 sai3 gaai3,0,"享受生活/享受人生/享福/享清福
",to enjoy life/enjoy life/enjoy,CanTong Lexicon 2026,Colloquial,curse
L672,嘆世界,taan3 sai3 gaai3,0,"享受生活/享受人生/享福/享清福
",to enjoy life/enjoy life/enjoy,CanTong Lexicon 2026,Colloquial,curse
L673,山旮旯,saan1 gaa1 laa1,0,荒芜/偏僻/偏僻的地方/很偏僻/偏远,remote/backwoods/wild/out of the way,CanTong Lexicon 2026,Slang,
L674,隔涉,gaak3 sip3,0,荒芜/偏僻/偏僻的地方/很偏僻/偏远,remote/backwoods/wild/out of the way,CanTong Lexicon 2026,Slang,
L675,山卡啦,saan1 kaa1 laa1,0,荒芜/偏僻/偏僻的地方/很偏僻/偏远,remote/backwoods/wild/out of the way,CanTong Lexicon 2026,Slang,
L676,山卡罅,saan1 kaa1 laa6,0,荒芜/偏僻/偏僻的地方/很偏僻/偏远,remote/backwoods/wild/out of the way,CanTong Lexicon 2026,Slang,
L677,山旯旮,saan1 laa1 gaa1,0,荒芜/偏僻/偏僻的地方/很偏僻/偏远,remote/backwoods/wild/out of the way,CanTong Lexicon 2026,Slang,
L678,眼㾓,ngaan5 jau1,0,看不顺眼/感到讨厌/感到反感,I don't like it/I hate it/I feel disgusted/disgusted,CanTong Lexicon 2026,Slang,
L679,眼冤,ngaan5 jyun1,0,看不顺眼/感到讨厌/感到反感,I don't like it/I hate it/I feel disgusted/disgusted,CanTong Lexicon 2026,Slang,
L680,冇,mou5,0,没有,no/nothing/have not/did not/don`t/didn`t,CanTong Lexicon 2026,Formal,
L681,撲亲,pok3 can1,0,跌倒/摔倒/扑街,Fall down,CanTong Lexicon 2026,Formal,
L682,做乜,zou6 mat1,0,干嘛/做什么/怎么/怎么回事/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L683,做乜柒,zou6 mat1 cat1 ,1,干嘛/做什么/怎么/怎么回事/做乜7/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L684,做乜撚,zou6 mat1 lan2,1,干嘛/做什么/怎么/怎么回事/做乜L/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L685,做乜鳩,zou6 mat1 gau1,1,干嘛/做什么/怎么/怎么回事/做乜9/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L686,做乜閪,zou6 mat1 hai1,1,干嘛/做什么/怎么/怎么回事/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L687,做乜嘢,zou6 mat1 je5,0,干嘛/做什么/怎么/怎么回事/做乜也,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L688,做咩,zou6 me1,0,干嘛/做什么/怎么/怎么回事/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L689,做咩啫,zou6 me1 ze1,0,干嘛/做什么/怎么/怎么回事/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L690,做乜噉嘅,zou6 mat1 gam2 ge2,0,怎么会这样/为什么会这样,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L691,做乜撚嘢, zou6 mat1 lan2 je5,1,干嘛/做什么/怎么/怎么回事/做l乜也/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L692,做乜鳩嘢, zou6 mat1 gau1 je5,1,干嘛/做什么/怎么/怎么回事/做9乜也/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L693,做乜柒嘢, zou6 mat1 cat1 je5,1,干嘛/做什么/怎么/怎么回事/做7乜也/怎麼了,what are you doing/what's up/why/what for,CanTong Lexicon 2026,Colloquial,ask
L694,唔好𢫨,m4 hou2 ung2,0,不要推/别推/ong,don`t push,CanTong Lexicon 2026,Colloquial,
L695,咪𢫨,mai1 ung2,0,不要推/别推/ong,don`t push,CanTong Lexicon 2026,Colloquial,
L696,咪鳩𢫨,mai1 gau1 ung2,1,不要推/别推/ong,don`t push,CanTong Lexicon 2026,Colloquial,
L697,咪撚𢫨,mai1 lan2 ung2,1,不要推/别推/ong,don`t push,CanTong Lexicon 2026,Colloquial,
L698,咪柒𢫨,mai1 cat1 ung2,1,不要推/别推/ong,don`t push,CanTong Lexicon 2026,Colloquial,
L699,咪閪𢫨,mai1 mat1 ung2,1,不要推/别推/ong,don`t push,CanTong Lexicon 2026,Colloquial,
L700,𢫨你只閪,ung2 nei5 zi2 hai1,1,推你妈/不要推/别推/ong,don`t fucking push/don`t push,CanTong Lexicon 2026,Colloquial,
L701,𢫨你老母,ung2 nei5 lou5 mou2,1,推你妈/不要推/别推/ong,don`t fucking push/don`t push,CanTong Lexicon 2026,Colloquial,
L702,𢫨你老母吖𢫨,ung2 nei5 lou5 mou2 aa1 ung2,1,推你妈/不要推/别推/ong/推你妈啊推,don`t fucking push/don`t push,CanTong Lexicon 2026,Colloquial,
L703,𢫨你老妈吖𢫨,ung2 nei5 lou5 maa1 aa1 ung2,1,推你妈/不要推/别推/ong/推你妈啊推,don`t fucking push/don`t push,CanTong Lexicon 2026,Colloquial,
L704,再𢫨你就閪,zoi3 ung2 nei5 zau6 hai1,1,推你妈/不要推/别推/ong/推你妈啊推/再推你试试,Try pushing you again/don`t fucking push/don`t push,CanTong Lexicon 2026,Colloquial,
L705,唔係,m4 hai6,0,不是,no/not,CanTong Lexicon 2026,Colloquial,
L706,咪,mai1,0,不是,no/not,CanTong Lexicon 2026,Colloquial,
L707,唔撚係,m4 lan2 hai6,1,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L708,唔閪係,m4 hai1 hai6,1,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L709,唔柒係,m4 cat1 hai6,1,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L710,唔鳩係,m4 gau1 hai6,1,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L711,唔撚係吖嘛,m4 nan2 hai6 aa1 maa3,1,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L712,唔閪係吖嘛,m4 hai1 hai6 aa1 maa3,1,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L713,唔柒係吖嘛,m4 cat1 hai6 aa1 maa3,1,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L714,唔鳩係吖嘛,m4 gau1 hai6 aa1 maa3,1,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L715,唔係吖嘛,m4 hai6 aa1 maa3,0,不是/不是吧,No way/no/not,CanTong Lexicon 2026,Colloquial,
L716,係閪,hai6 hai1,1,是个鬼/才不是呢/才不是,"It's a ghost/No, it's not/It's not.",CanTong Lexicon 2026,Colloquial,
L717,係鳩,hai6 gau1 ,1,是个鬼/才不是呢/才不是,"It's a ghost/No, it's not/It's not.",CanTong Lexicon 2026,Colloquial,
L718,係鬼,hai6 gwai2,0,不就是/可不是/难道不是吗/可不是嘛/不都是/难道不是/可不是吗/难道不是嘛/不就是嘛/不就是吗,"It's a ghost/No, it's not/It's not.",CanTong Lexicon 2026,Colloquial,
L719,咪係,mai6 hai6,0,不就是/可不是/难道不是吗/可不是嘛/不都是/难道不是/可不是吗/难道不是嘛/不就是嘛/不就是吗,Isn't that right/Isn't it just/That's right/that's it,CanTong Lexicon 2026,Colloquial,
L720,咪就係,mai6 zau6 hai6,0,不就是/可不是/难道不是吗/可不是嘛/不都是/难道不是/可不是吗/难道不是嘛/不就是嘛/不就是吗,Isn't that right/Isn't it just/That's right/that's it,CanTong Lexicon 2026,Colloquial,
L721,咪又係,mai6 jau6 hai6,0,不又是/难道不是/可不是/不都是,Isn't that right/Isn't it just/That's right,CanTong Lexicon 2026,Colloquial,
L722,之唔係,zi1 m4 hai6,0,不就是/可不是/难道不是吗/可不是嘛/不都是/难道不是/可不是吗/难道不是嘛/不就是嘛/不就是吗,Isn't that right/Isn't it just/That's right/that's it,CanTong Lexicon 2026,Colloquial,
L723,水人, seoi2 jan4,0,存心误导人/忽悠/骗人/欺骗人,to mislead someone deliberately/lying/deceiving/boasting/talking nonsense/blathering/cheating/telling lies/to lie/lie/fleecing us/a chump/cheat/to cheat/to trick/trick/deceive/lie/cheat/to swindle,CanTong Lexicon 2026,Colloquial,
L724,水鳩人, seoi2 gau1 jan4,1,存心误导人/忽悠/骗人/欺骗人,to mislead someone deliberately/lying/deceiving/boasting/talking nonsense/blathering/cheating/telling lies/to lie/lie/fleecing us/a chump/cheat/to cheat/to trick/trick/deceive/lie/cheat/to swindle,CanTong Lexicon 2026,Colloquial,
L725,水柒人, seoi2 cat1 jan4,1,存心误导人/忽悠/骗人/欺骗人,to mislead someone deliberately/lying/deceiving/boasting/talking nonsense/blathering/cheating/telling lies/to lie/lie/fleecing us/a chump/cheat/to cheat/to trick/trick/deceive/lie/cheat/to swindle,CanTong Lexicon 2026,Colloquial,
L726,氹你入局,tam3 nei5 jap6 guk6,0,骗人进圈套/忽悠/骗人/欺骗人/入圈套/把人骗进来,deceiving people into a trap/luring/scamming/deceiving/falling into a trap/luring people in,CanTong Lexicon 2026,Colloquial,
L727,氹佢入局,tam3 keoi5 jap6 guk6,0,骗人进圈套/忽悠/骗人/欺骗人/入圈套/把人骗进来,deceiving people into a trap/luring/scamming/deceiving/falling into a trap/luring people in,CanTong Lexicon 2026,Colloquial,
L728,呃鳩人,ngaak1 gau1 jan4,1,存心误导人/忽悠/骗人/欺骗人,to mislead someone deliberately/lying/deceiving/boasting/talking nonsense/blathering/cheating/telling lies/to lie/lie/fleecing us/a chump/cheat/to cheat/to trick/trick/deceive/lie/cheat/to swindle,CanTong Lexicon 2026,Colloquial,
L729,呃人,ngaak1 jan4,0,存心误导人/忽悠/骗人/欺骗人,to mislead someone deliberately/lying/deceiving/boasting/talking nonsense/blathering/cheating/telling lies/to lie/lie/fleecing us/a chump/cheat/to cheat/to trick/trick/deceive/lie/cheat/to swindle,CanTong Lexicon 2026,Colloquial,
L730,呃柒人,ngaak1 cat1 jan4,1,存心误导人/忽悠/骗人/欺骗人,to mislead someone deliberately/lying/deceiving/boasting/talking nonsense/blathering/cheating/telling lies/to lie/lie/fleecing us/a chump/cheat/to cheat/to trick/trick/deceive/lie/cheat/to swindle,CanTong Lexicon 2026,Colloquial,
L731,呃閪人,ngaak1 hai1  jan4,1,存心误导人/忽悠/骗人/欺骗人,to mislead someone deliberately/lying/deceiving/boasting/talking nonsense/blathering/cheating/telling lies/to lie/lie/fleecing us/a chump/cheat/to cheat/to trick/trick/deceive/lie/cheat/to swindle,CanTong Lexicon 2026,Colloquial,
L732,替死鬼,tai3 sei2 gwai2,0,替罪羊/代罪羔羊,scapegoat/fall guy/a patsy,CanTong Lexicon 2026,slang,
L733,抽水,cau1 seoi2,0,占便宜/浑水摸鱼/调戏妇女/性骚扰/剥削, scrounge/to make use of/to exploit/make use of/Harassing women/sexual harassment,CanTong Lexicon 2026,slang,
L734,佔便宜,zim3 pin4 ji4,0,占便宜/浑水摸鱼/调戏妇女/性骚扰/剥削, scrounge/to make use of/to exploit/make use of/Harassing women/sexual harassment,CanTong Lexicon 2026,Formal,
L735,揩油,haai1 jau4,0,占便宜/浑水摸鱼/调戏妇女/性骚扰, scrounge/to make use of/to exploit/make use of/Harassing women/sexual harassment,CanTong Lexicon 2026,slang,
L736,剾草,au1 cou2,0,占便宜/浑水摸鱼/利用, scrounge/to make use of/to exploit/make use of,CanTong Lexicon 2026,slang,
L737,利用,lei6 jung6,0,占便宜/浑水摸鱼/利用/剥削, scrounge/to make use of/to exploit/make use of,CanTong Lexicon 2026,Formal,
L738,打斧頭,daa2 fu2 tau4,0,挪用公款/偷钱/私吞/私吞公款,embezzlement/to embezzle/embezzle funds/Steal money/Embezzlement/misappropriation of public funds,CanTong Lexicon 2026,slang,
L739,穿櫃桶底,cyun1 gwai6 tung2 dai2,0,挪用公款/消化肠道/肠道消化/偷钱/私吞/私吞公款,embezzlement/to embezzle/embezzle funds/Steal money/Embezzlement/misappropriation of public funds,CanTong Lexicon 2026,slang,
L740,落格,lok6 gaak3,0,挪用公款/消化肠道/肠道消化/偷钱/私吞/私吞公款,embezzlement/to embezzle/embezzle funds/Digestive Gut/Intestinal Digestion/Steal money/Embezzlement/misappropriation of public funds,CanTong Lexicon 2026,slang,
L741,该煨,goi1 wui1,0,糟糕/糟糕的/倒霉的/倒霉/运气不好的/可怜的/悲惨的/活该/该死/自作自受的/咎由自取/活该的/自找的/我的天哪/我的老天爷/,"terrible/to be down on one's luck/to be out of luck; pitiful/tragic/serves one right, deserved/damnable/to have brought it upon oneself/to have it coming/deserving of the consquences/to have asked for it(interjection) oh my god/my goodness/goodness me/my word/oh my/omg",CanTong Lexicon 2026,slang,
L742,折墮,zit3 do6,0,糟糕/糟糕的/倒霉的/倒霉/运气不好的/可怜的/悲惨的/活该/该死/自作自受的/咎由自取/活该的/自找的/我的天哪/我的老天爷/,"terrible/to be down on one's luck/to be out of luck; pitiful/tragic/serves one right, deserved/damnable/to have brought it upon oneself/to have it coming/deserving of the consquences/to have asked for it(interjection) oh my god/my goodness/goodness me/my word/oh my/omg",CanTong Lexicon 2026,slang,
